0.09571997	0.1151846	-0.021353148	0.08649344	0.06105389	0.12736197	0.0619555	0.044171177	0.009944437	-0.003771653	0.011890772	-0.030949544	0.06260745	0.07659976	-0.0022403486	0.07681537
0.02220773	0.34506345	-0.1266197	0.37510163	-0.012402929	-0.27174717	0.2807029	0.241999	-0.08081903	0.12918068	-0.066745155	0.14905658	0.23770548	-0.02918762	-0.06276402	0.20039107
-0.29954094	-0.05764019	-0.015767124	-0.12020226	-0.17658602	0.17393777	-0.15143117	-0.057763685	0.17627028	0.08373588	-0.06548756	-0.09226562	0.008784863	0.17722599	-0.036208477	0.07003269
0.17866665	-0.06797994	0.07835401	-0.011663398	-0.011342924	0.19702916	0.008606245	-0.16434063	0.07225253	-0.09231532	0.008098067	-0.11064724	0.043798182	0.04326061	0.079980016	-0.048086524
0.19042373	0.029876905	-0.06017813	0.023148354	0.19118428	0.13196169	-0.02379826	0.06324599	-0.09533267	-0.1222823	-0.022123791	0.021205451	-0.10278022	-0.05032018	0.056662653	0.026309308
-0.43726918	-0.31354368	0.10996567	-0.3249082	-0.48547232	0.34950423	-0.26060358	-0.2953541	0.47316703	0.1017765	-0.07967546	-0.21748304	-0.18317306	0.50682044	-0.14341503	-0.012746871
0.043180887	0.14844465	0.037052467	0.064019136	0.073887706	-0.053845976	0.05059958	0.037140522	0.0080432175	-0.02964184	0.0063836523	0.024905927	0.18352696	0.05342184	-0.01674782	-0.013973345
-0.030091496	0.09352813	-0.1273879	0.04251515	-0.000100070945	0.02445809	-0.048535038	0.047273286	-0.0063417987	-0.012786136	-0.026812201	0.06171195	-0.094982885	0.11623816	-0.08499427	0.14579767
-0.1556024	-0.33529815	-0.048499003	-0.36353046	-0.04772574	0.45565665	-0.45111924	-0.18154244	0.28458634	-0.2200561	0.0055973516	-0.031060917	-0.46932018	0.4152801	0.035270557	0.03467991
-0.052254926	0.024544178	0.023106927	-0.030327925	-0.24114837	0.060712837	0.104049705	-0.07893633	0.19289061	0.18152346	0.03720939	-0.04950968	0.026199736	0.21525183	-0.14706801	0.036323886
0.23350905	0.26722324	-0.28494865	0.19712242	-0.11370914	-0.13044792	0.2000267	-0.16952583	0.17777088	0.23774406	0.29678273	0.3213758	0.056688007	0.17965919	-0.25636852	0.26912633
0.15677437	0.08360184	-0.3028054	-0.02722036	0.2316558	0.16713239	-0.23192933	0.18805327	-0.055537656	-0.07730575	0.12800817	0.3190544	-0.36262915	0.08054659	-0.11253872	0.28087947
0.21216737	-0.15575737	0.045422103	-0.07318381	0.3988566	0.25387216	-0.20890756	0.00394044	-0.20698974	-0.26881677	-0.08044431	-0.021086492	-0.19289821	-0.18392517	0.17345415	-0.038782902
